6.917,5.486,15.98,30.767,17.245,5.496,13.455,25.014,16.008,17.4,30.276,50.808,15.521,9.537,21.038,38.055
7.496,13.401,18.399,33.844,18.048,22.379,27.252,33.208,10.937,35.131,36.789,58.994,14.782,25.735,30.543,45.503
25.032,23.445,28.557,36.137,21.366,40.789,46.616,62.478,22.614,30.529,35.4,47.315,20.411,22.408,32.392,47.315
4.77,9.54,14.083,26.803,15.701,10.468,14.077,20.033,11.931,19.223,24.194,37.12,12.823,14.07,18.967,30.365
7.213,10.703,19.313,30.481,15.9,18.303,24.774,30.135,12.222,31.575,38.704,56.02,13.957,21.71,30.194,41.87
28.876,23.281,31.042,44.578,24.194,43.417,51.371,79.543,26.269,30.81,38.38,58.95,19.534,23.623,39.75,58.95
5.679,9.767,14.991,27.257,16.965,9.385,14.799,21.477,13.92,21.543,29.166,41.097,14.337,14.248,21.015,32.324
5.906,7.95,18.399,33.163,14.98,16.604,23.462,32.666,9.611,25.52,34.137,58.663,12.289,18.166,27.961,44.88
28.841,26.253,31.799,40.858,25.124,47.532,51.266,73.335,26.727,34.481,38.768,54.276,22.338,23.734,36.764,54.276
1.507934993,1.541510945,4.492260037,5.846777762,2.758998957,1.312552568,2.201587153,3.949609171,3.668058669,3.804198733,5.779053175,9.095391273,2.64969828,1.952113412,3.994732105,6.321993356
1.941658656,4.07668624,3.297764748,5.721136391,2.447464508,4.420394907,3.619072121,4.935635331,2.90962252,7.188839206,5.86958837,9.206433378,2.493181887,5.467846316,4.298181386,6.689742509
2.816110104,5.151573202,4.30070341,6.385108223,3.825985911,4.010602233,3.567961612,5.489258958,5.266788063,9.045614909,6.472536233,10.0652963,4.138399716,6.250149361,4.892932906,7.667663492
1.21261103,3.986340965,3.248033179,4.884766109,2.492831027,3.346871281,2.597496053,2.985464926,3.198635278,5.796729885,4.11450982,6.123211998,2.315727316,4.60783274,3.384730004,4.544400011
1.570583482,3.227424122,3.626985825,6.006821519,2.491465837,3.74327247,3.623085176,4.859781101,2.638388652,7.154358843,6.415113161,9.154092546,2.219557963,4.777010937,4.556211908,6.793520135
3.085099996,4.687651665,4.989270236,6.798493606,3.779139498,4.014472537,3.364896403,5.742447123,5.645183538,8.255198227,6.848441872,11.34905234,4.328645146,5.79673261,4.977211537,8.322794186
1.326775778,3.99265322,3.371260027,4.91984747,2.549886824,3.316144034,2.639551511,3.051239882,3.280975465,5.969439502,5.022198807,6.96713596,2.382474553,4.641146349,3.630156747,4.888416524
1.470384016,1.842985876,4.478723315,6.482436644,2.081166654,3.34965069,3.316144034,5.252372469,2.412294393,5.383376782,6.186314373,9.72544617,1.915189332,3.587572483,4.563615494,7.338734066
3.123460607,5.322387418,4.189868829,6.419358669,4.052327036,4.232839843,3.653103345,5.637283376,5.746077398,9.371712623,6.643326734,10.85403433,4.492152971,6.488153739,4.88813372,7.953506585
