6.917,17.245,16.008,15.521,5.486,5.496,17.4,9.537,15.98,13.455,30.276,21.038,30.767,25.014,50.808,38.055
7.496,18.048,10.937,14.782,13.401,22.379,35.131,25.735,18.399,27.252,36.789,30.543,33.844,33.208,58.994,45.503
25.032,21.366,22.614,20.411,23.445,40.789,30.529,22.408,28.557,46.616,35.4,32.392,36.137,62.478,47.315,47.315
4.77,15.701,11.931,12.823,9.54,10.468,19.223,14.07,14.083,14.077,24.194,18.967,26.803,20.033,37.12,30.365
7.213,15.9,12.222,13.957,10.703,18.303,31.575,21.71,19.313,24.774,38.704,30.194,30.481,30.135,56.02,41.87
28.876,24.194,26.269,19.534,23.281,43.417,30.81,23.623,31.042,51.371,38.38,39.75,44.578,79.543,58.95,58.95
5.679,16.965,13.92,14.337,9.767,9.385,21.543,14.248,14.991,14.799,29.166,21.015,27.257,21.477,41.097,32.324
5.906,14.98,9.611,12.289,7.95,16.604,25.52,18.166,18.399,23.462,34.137,27.961,33.163,32.666,58.663,44.88
28.841,25.124,26.727,22.338,26.253,47.532,34.481,23.734,31.799,51.266,38.768,36.764,40.858,73.335,54.276,54.276
1.507934993,2.758998957,3.668058669,2.64969828,1.541510945,1.312552568,3.804198733,1.952113412,4.492260037,2.201587153,5.779053175,3.994732105,5.846777762,3.949609171,9.095391273,6.321993356
1.941658656,2.447464508,2.90962252,2.493181887,4.07668624,4.420394907,7.188839206,5.467846316,3.297764748,3.619072121,5.86958837,4.298181386,5.721136391,4.935635331,9.206433378,6.689742509
2.816110104,3.825985911,5.266788063,4.138399716,5.151573202,4.010602233,9.045614909,6.250149361,4.30070341,3.567961612,6.472536233,4.892932906,6.385108223,5.489258958,10.0652963,7.667663492
1.21261103,2.492831027,3.198635278,2.315727316,3.986340965,3.346871281,5.796729885,4.60783274,3.248033179,2.597496053,4.11450982,3.384730004,4.884766109,2.985464926,6.123211998,4.544400011
1.570583482,2.491465837,2.638388652,2.219557963,3.227424122,3.74327247,7.154358843,4.777010937,3.626985825,3.623085176,6.415113161,4.556211908,6.006821519,4.859781101,9.154092546,6.793520135
3.085099996,3.779139498,5.645183538,4.328645146,4.687651665,4.014472537,8.255198227,5.79673261,4.989270236,3.364896403,6.848441872,4.977211537,6.798493606,5.742447123,11.34905234,8.322794186
1.326775778,2.549886824,3.280975465,2.382474553,3.99265322,3.316144034,5.969439502,4.641146349,3.371260027,2.639551511,5.022198807,3.630156747,4.91984747,3.051239882,6.96713596,4.888416524
1.470384016,2.081166654,2.412294393,1.915189332,1.842985876,3.34965069,5.383376782,3.587572483,4.478723315,3.316144034,6.186314373,4.563615494,6.482436644,5.252372469,9.72544617,7.338734066
3.123460607,4.052327036,5.746077398,4.492152971,5.322387418,4.232839843,9.371712623,6.488153739,4.189868829,3.653103345,6.643326734,4.88813372,6.419358669,5.637283376,10.85403433,7.953506585
